 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-00143-7501,328-R1,7,2,13,1915,19882,585997.9644,29.4737936,2850800.907,143.3860229
1-00144-7502,1597-R1,7,1,12,1910,27928,1194989.129,42.78821002,6070290.524,217.355003
1-00179-7506,1196-R1,7,1,31,1915,81650,2508743.308,30.72557634,12172050.87,149.0759445
1-00180-7502,198-R1,7,1,20,1915,20750,720201.8195,34.70852142,3494749.812,168.4216777
1-00188-7502,1063-R1,7,1,36,1915,86451,3295726.03,38.12247435,16035920.69,185.4914424
1-00188-7503,1155-R1,7,1,46,1910,83020,3164927.821,38.12247435,15399499.55,185.4914424
1-00189-7501,229-R1,7,2,24,1915,52735,1365864.074,25.90052287,6121183.458,116.0743995
1-00189-7502,430-R1,7,1,14,1921,40581,1293055.155,31.86356065,5818748.195,143.3860229
1-00189-7507,1052-R1,7,1,13,1915,53468,1947063.841,36.41549789,9431090.48,176.3875679
1-00189-7508,1061-R1,7,2,11,1915,18315,568991.5856,31.06697164,2751168.106,150.2139288
1-00190-7503,956-R1,7,1,23,1915,86900,3075505.014,35.39131201,14932516.31,171.8356307
1-00190-7504,1045-R1,7,1,57,1905,150010,5343192.52,35.61890887,25947771.99,172.973615
1-00190-7505,1181-R1,7,1,33,1924,119996,4915928.345,40.96743512,24716195.29,205.9751599
1-00190-7506,2009-R1,7,1,26,2000,68033,2941978.487,43.24340374,14787312.92,217.355003
1-00193-7501,120-R1,7,1,64,1915,119640,4084453.282,34.13952927,19741524.2,165.0077248
1-00193-7509,1624-R1,7,1,15,2005,34587,1570442.586,45.40557393,7911252.122,228.7348461
1-00212-7501,44-R1,7,1,50,1915,122640,4214784.349,34.36712613,20376109.76,166.1457091
1-00214-7503,1388-R1,7,1,35,2004,106462,4555318.415,42.78821002,22897744.16,215.0790344
1-00215-7502,1393-R1,7,1,24,1930,53708,1986362.991,36.98449004,9595661.218,178.6635365
1-00217-7501,1243-R1,7,1,33,1853,100894,3788921.033,37.5534822,14926052.56,147.9379602
1-00218-7501,1457-R1,7,1,65,2004,163128,6497298.653,39.82945082,32672130.37,200.2852384
1-00219-7501,944-R1,7,1,28,1920,88897,2503793.93,28.16511165,11229136.41,126.3162583
1-00219-7502,1003-R1,7,1,16,1930,37785,1173865.523,31.06697164,5675833.3,150.2139288
1-00219-7504,1191-R1,7,1,12,1915,52924,1644188.407,31.06697164,7949921.968,150.2139288
1-00220-7502,2002-R1,7,1,31,1920,94924,3564726.744,37.5534822,17283523.6,182.0774894
1-00220-7503,1392-R1,7,1,33,1900,61717,2071872.839,33.57053712,10043315.8,162.7317562
1-00222-7501,136-R1,7,1,20,1962,36435,1140217.603,31.2945685,5514506.954,151.3519131
1-00222-7502,1064-R1,7,1,27,1920,88496,3071565.312,34.70852142,14904644.79,168.4216777
1-00225-7501,1321-R1,7,2,38,1910,73919,2170261.483,29.35999517,10514832.77,142.2480386
1-01373-7501,1518-R1,8,1,230,2004,184076,7474839.074,40.6073528,36093459.71,196.0791179
1-01373-7502,1714-R1,8,1,216,2006,185948,6351187.322,34.15571731,30815019.97,165.7184803
1-01374-7502,1304-R1,8,1,126,2002,220037,14474337.84,65.78138148,72371689.18,328.9069074
1-01375-7501,98-R1,8,1,36,1928,78349,3716758.743,47.43849626,18732464.06,239.0900211
1-01376-7501,244-R1,8,1,13,1910,33255,1194744.221,35.9267545,5805447.269,174.5736662
1-01377-7501,14-R1,8,1,16,1925,58566,2844961.763,48.57702017,14298896.36,244.1501274
1-01377-7502,111-R1,8,1,68,1901,85219,4010319.923,47.05898829,18218926.53,213.7894898
1-01377-7503,379-R1,8,1,15,1910,24508,1010706.638,41.23986608,4898516.835,199.8741976
1-01379-7502,1015-R1,8,1,67,1925,185696,11980429.04,64.51635491,56378489.62,303.6063761
1-01379-7504,1160-R1,8,1,18,1951,56729,3875239.374,68.31143461,19447960.56,342.8221996
1-01381-7501,400-R1,8,1,27,1934,25652,1139011.198,44.4024325,5743731.683,223.9097023
1-01381-7502,582-R1,8,2,35,1941,77739,2724070.638,35.0412359,13177814.64,169.51356
1-01381-7503,598-R1,8,1,46,1941,62196,2273840.219,36.55926778,11015142.93,177.1037194
1-01381-7504,653-R1,8,1,19,1941,43682,1657766.715,37.95079701,8012539.122,183.4288522
1-01382-7501,805-R1,8,2,84,1955,96152,3600391.1,37.44478638,17515416.16,182.1638256
1-01384-7501,897-R1,8,1,12,1927,56415,2719062.651,48.1975122,13630996.49,241.6200743
1-01384-7502,1095-R1,8,1,48,1926,123994,8783919.432,70.84148775,44547019.97,359.267545
1-01385-7502,1510-R1,8,2,62,1928,273875,9666210.314,35.29424122,46771985.38,170.7785865
1-01386-7501,193-R1,8,1,48,1928,92781,3286372.037,35.42074387,15962378.47,172.0436131
1-01386-7502,375-R1,8,1,16,1986,42830,2064299.448,48.1975122,10348587.78,241.6200743
1-01388-7501,104-R1,8,1,98,1959,153046,7279632.825,47.56499892,36591771.37,239.0900211
1-01389-7501,50-R1,8,2,82,1912,82280,3268312.518,39.7218342,15821130.66,192.2840382
1-01390-7501,23-R1,8,1,15,1928,24277,1219228.684,50.22155471,6142209.993,253.0053134
1-01390-7502,94-R1,8,1,30,1982,42054,2021578.235,48.07100954,10161090.6,241.6200743
1-01391-7501,946-R1,8,1,12,1910,9445,328574.8379,34.78823059,1589107.398,168.2485334
1-01392-7501,460-R1,8,1,111,1958,176897,7004295.363,39.59533154,34014469.51,192.2840382
1-01393-7501,637-R1,8,1,13,1910,14977,714275.619,47.69150157,3599797.549,240.3550477
1-01394-7501,1101-R1,8,1,44,1998,158497,10426151.62,65.78138148,52531763.93,331.4369605
1-01395-7501,87-R1,8,2,166,1963,165925,6905694.639,41.61937405,33583925.3,202.4042507
1-01395-7502,624-R1,8,1,27,1912,50302,1947181.011,38.70981295,9417738.222,187.2239319
1-01395-7503,667-R1,8,1,48,1915,100093,3798609.125,37.95079701,18359944.1,183.4288522
1-01397-7502,230-R1,8,1,12,1915,4777,202441.569,42.37838999,978971.1693,204.9343038
1-01397-7503,733-R1,8,1,157,1959,204524,8641525.006,42.25188734,41913983.55,204.9343038
1-01397-7504,770-R1,8,2,74,1960,104981,3864589.242,36.8122731,18725329.31,178.3687459
1-01397-7505,1729-R1,8,1,86,1927,128842,7008507.777,54.39614238,32597710.59,253.0053134
1-01398-7501,345-R1,8,1,205,1987,216171,11676829.88,54.01663441,58794342.47,271.9807119
1-01398-7502,543-R1,8,2,52,1962,90629,3347724.307,36.93877575,16165381.07,178.3687459
1-01400-7501,1151-R1,8,1,93,2000,180846,11667524.72,64.51635491,58108848.61,321.316748
1-01402-7501,478-R1,8,2,164,1965,129320,5365858.129,41.4928714,26011324.46,201.1392241
1-01404-7501,151-R1,8,1,76,1969,106669,4560942.217,42.75789796,22130015.5,207.464357
1-01404-7503,332-R1,8,1,97,1986,165624,8632172.917,52.11909456,43370383.35,261.8604994
1-01405-7501,103-R1,8,1,21,1982,34906,1739786.484,49.84204674,8743089.436,250.4752603
1-01407-7501,161-R1,8,1,138,1924,108820,4501488.246,41.36636874,21750310.18,199.8741976
1-01409-7501,299-R1,8,1,19,1986,41754,1853979.167,44.4024325,9349125.71,223.9097023
1-01409-7502,573-R1,8,2,55,1929,117892,4951332.199,41.99888202,23861841.92,202.4042507
1-01409-7503,639-R1,8,2,32,1925,53255,2169281.472,40.73385545,10509562.41,197.3441444
1-01410-7501,237-R1,8,2,81,1961,123370,4541530.132,36.8122731,22005352.18,178.3687459
1-01410-7502,721-R1,8,2,30,1925,45621,1858319.219,40.73385545,7040836.797,154.3332412
1-01410-7503,968-R1,8,1,73,1996,155731,8687869.886,55.7876716,43734855.22,280.8358979
1-01410-7504,1782-R1,8,1,38,1920,55758,2116060.54,37.95079701,10227625.94,183.4288522
1-01411-7501,1077-R1,8,1,20,1999,68979,3760917.532,54.52264503,18848217.8,273.2457385
1-01411-7502,1760-R1,8,1,56,1942,79883,2748671.989,34.40872262,13238089.36,165.7184803
1-01412-7501,712-R1,8,2,36,1927,54967,1745321.354,31.75216683,7787888.114,141.6829755
1-01412-7502,1158-R1,8,1,71,2000,165787,10150688.04,61.22728584,51172890.1,308.6664823
1-01412-7503,1407-R1,8,1,57,1942,72296,2341282.833,32.38468011,11340588.72,156.8632943
1-01413-7501,257-R1,8,1,66,1985,97000,3987996.253,41.11336343,19387797.17,199.8741976
1-01413-7502,1366-R1,8,1,14,1900,7541,271877.6122,36.05325716,1316460.017,174.5736662
1-01414-7501,139-R1,8,1,137,1965,102271,4178829.684,40.86035811,20182582.99,197.3441444
1-01414-7502,1465-R1,8,1,62,2003,82086,2647944.755,32.25817746,12772439.4,155.5982677
1-01415-7501,307-R1,8,1,219,1986,254167,11510702.67,45.2879511,57875041.33,227.704782
1-01419-7501,197-R1,8,1,88,1963,124765,5097942.58,40.86035811,22254176.58,178.3687459
1-01419-7502,529-R1,8,1,295,1987,318183,14731864.1,46.29997235,74061830.45,232.7648883
1-01419-7503,833-R1,8,1,287,1978,307730,13118959.28,42.63139531,63453719.94,206.1993304
1-01423-7501,765-R1,8,1,283,1991,408657,24038731.22,58.82373536,120969099.1,296.0162167
1-01424-7501,466-R1,8,2,204,1957,206511,7262524.858,35.16773856,35267656.68,170.7785865
1-01424-7503,1797-R1,8,0,16,1900,9237,378595.6329,40.98686077,1834552.913,198.609171
1-01425-7501,465-R1,8,2,88,1957,89223,3544101.213,39.7218342,15124508.36,169.51356
1-01430-7501,784-R1,8,2,295,1957,239536,8575449.125,35.80025184,41513658.32,173.3086397
1-01432-7501,356-R1,8,1,30,1930,18869,670740.9948,35.54724653,3246290.936,172.0436131
1-01433-7501,423-R1,8,2,218,1931,233483,7915706.904,33.90271199,38397085.73,164.4534537
1-01435-7501,553-R1,8,1,157,1986,112099,5289446.35,47.18549095,26518135.85,236.559968
1-01436-7501,272-R1,8,1,110,1986,112573,5425738.541,48.1975122,27199896.62,241.6200743
1-01436-7502,546-R1,8,1,93,1977,66688,2767076.608,41.4928714,13413572.58,201.1392241
1-01436-7503,1665-R1,8,1,45,2005,28035,1702320.951,60.72127521,8547069.772,304.8714026
1-01438-7501,1-R1,8,1,306,1965,504238,22006669.08,43.64341656,110352282.6,218.8495961
1-01439-7501,427-R1,8,1,127,1987,149981,7133846.103,47.56499892,35858960.45,239.0900211
1-01439-7502,802-R1,8,2,56,1910,30899,1149188.843,37.19178107,5589591.993,180.8987991
1-01441-7501,693-R1,8,1,204,1956,203938,9055343.279,44.4024325,45663696.87,223.9097023
1-01443-7501,175-R1,8,1,20,1984,22283,885121.6315,39.7218342,4284665.223,192.2840382
1-01444-7501,377-R1,8,2,198,1963,206278,7541372.639,36.55926778,36532601.03,177.1037194
1-01445-7501,325-R1,8,2,284,1961,277478,9793375.465,35.29424122,47387300.62,170.7785865
1-01446-7501,514-R1,8,1,36,1988,70776,3411227.123,48.1975122,17190435.89,242.8851008
1-01446-7502,950-R1,8,1,75,1996,125555,6273801.219,49.96854939,31448421.31,250.4752603
1-01446-7503,1521-R1,8,1,13,2005,33133,1718479.135,51.86608924,8634309.8,260.5954728
1-01447-7501,406-R1,8,2,177,1961,175387,7321684.079,41.74587671,35499074.32,202.4042507
1-01448-7501,682-R1,8,2,121,1957,119227,4102448.772,34.40872262,19908942.57,166.9835068
1-01449-7501,196-R1,8,1,197,1985,238634,11169498.94,46.80598298,56149373.05,235.2949414
1-01449-7502,380-R1,8,2,149,1987,148594,6616732.591,44.52893516,33271638.3,223.9097023
1-01450-7501,707-R1,8,2,125,1961,91143,3620367.134,39.7218342,17640642.4,193.5490647
1-01451-7501,1254-R1,8,1,86,2000,187530,10153462.49,54.14313706,51004542.9,271.9807119
1-01455-7501,1144-R1,8,1,218,1999,310519,17323132,55.7876716,87204882.18,280.8358979
1-01457-7501,269-R1,8,1,54,1985,55942,2512268.126,44.90844313,12596724.68,225.1747289
1-01458-7501,480-R1,8,2,16,1910,12000,385580.0976,32.1316748,1867179.212,155.5982677
1-01458-7502,645-R1,8,2,238,1958,304510,8925390.77,29.31066556,39676963.71,130.2977364
1-01458-7503,720-R1,8,2,495,1956,456286,14014753.78,30.71484504,62339102.5,136.6228692
1-01458-7504,1197-R1,8,2,16,1910,4267,253160.0261,59.32974599,1279294.802,299.8112964
1-01460-7501,352-R1,8,1,158,1959,142140,5628080.425,39.59533154,23555224.79,165.7184803
1-01464-7501,134-R1,8,1,216,1984,248163,10862074.46,43.76991922,54624305.09,220.1146226
1-01466-7501,741-R1,8,1,205,1990,322581,15874060.51,49.20953345,79574339.34,246.6801806
1-01467-7501,687-R1,8,1,28,1910,19747,721935.8609,36.55926778,3497267.147,177.1037194
1-01469-7501,649-R1,8,2,250,1962,273109,9120939.714,33.39670137,44222738.01,161.9234006
1-01470-7501,1203-R1,8,1,181,1999,200000,10676824.22,53.38412112,53890131.76,269.4506588
1-01471-7501,1300-R1,8,1,26,1900,24989,948352.4665,37.95079701,4583703.588,183.4288522
1-01473-7501,246-R1,8,1,208,1986,205982,9328502.743,45.2879511,46903086.41,227.704782
1-01473-7502,593-R1,8,1,122,1959,141945,4596843.418,32.38468011,22265960.31,156.8632943
1-01473-7503,673-R1,8,2,36,1910,21145,700823.453,33.14369605,3397121.318,160.658374
1-01473-7504,1458-R1,8,1,53,2004,108075,5058556.611,46.80598298,25429500.79,235.2949414
1-01483-7501,610-R1,8,1,147,1989,233223,9382058.655,40.22784483,45435126.82,194.8140913
1-01484-7501,1798-R1,8,1,361,1985,470423,27850567.34,59.20324333,140443031.9,298.5462698
1-01487-7501,239-R1,8,1,95,1956,50038,1835682.581,36.68577044,8861915.911,177.1037194
1-01487-7502,419-R1,8,1,209,1986,317169,15326879.47,48.32401486,77035624.54,242.8851008
1-01491-7501,26-R1,8,1,126,1973,199534,7925856.465,39.7218342,38367203.28,192.2840382
1-01491-7502,35-R1,8,1,13,1926,50888,2111489.24,41.4928714,10235572.84,201.1392241
1-01492-7501,531-R1,8,1,50,1987,101117,4758463.719,47.05898829,23920234.28,236.559968
1-01493-7501,51-R1,8,1,32,1981,50384,2109697.962,41.87237937,10261672.87,203.6692773
1-01493-7503,180-R1,8,2,17,1910,22751,708291.044,31.13230381,3165868.138,139.1529224
1-01493-7504,912-R1,8,1,23,1929,52387,2034518.065,38.8363156,9874371.069,188.4889585
1-01495-7501,365-R1,8,2,56,1938,83594,3161884.062,37.82429435,15333551.47,183.4288522
1-01496-7501,444-R1,8,1,92,1987,152249,7260983.423,47.69150157,36593815.66,240.3550477
1-01497-7501,825-R1,8,1,54,1928,140295,6690879.213,47.69150157,33720611.42,240.3550477
1-01497-7501,825-R2,8,1,12,1928,3812,183246.6884,48.07100954,921055.7232,241.6200743
1-01498-7501,164-R1,8,1,46,1924,97767,3697967.786,37.82429435,17933288.59,183.4288522
1-01499-7501,343-R1,8,1,18,1986,60288,2951491.169,48.95652814,14795588.8,245.415154
1-01501-7501,810-R1,8,2,251,1969,487413,15242114.54,31.27145673,67824943.37,139.1529224
1-01505-7501,28-R1,8,1,29,1980,23232,993351.4854,42.75789796,4614088.261,198.609171
1-01505-7502,100-R1,8,1,215,1984,299069,14263049.68,47.69150157,71504413.52,239.0900211
1-01507-7501,232-R1,8,1,17,1985,25633,1118711.697,43.64341656,5642198.121,220.1146226
1-01510-7501,1698-R1,8,1,95,1985,138096,7162499.46,51.86608924,35987192.41,260.5954728
1-01511-7501,522-R1,8,2,32,1916,48138,1644187.92,34.15571731,7977356.205,165.7184803
1-01513-7501,318-R1,8,1,219,1987,285668,13154144.98,46.04696704,66132102.49,231.4998617
1-01513-7502,1308-R1,8,1,102,1986,82637,4495134.018,54.39614238,22684746.09,274.510765
1-01514-7501,611-R1,8,2,16,1920,15101,474331.6165,31.41060966,2120451.446,140.4179489
1-01515-7501,264-R1,8,1,65,1939,60335,2305026.413,38.20380232,11143505.18,184.6938788
1-01515-7502,782-R1,8,1,223,1981,346269,17959618.86,51.86608924,90236133.77,260.5954728
1-01515-7503,842-R1,8,1,241,1991,343000,16618527.51,48.45051751,83309589.57,242.8851008
1-01516-7501,422-R1,8,1,42,1928,50156,1947874.245,38.8363156,9453852.203,188.4889585
1-01516-7502,1260-R1,8,2,198,1972,295573,10843323.23,36.68577044,52347077.65,177.1037194
1-01517-7501,454-R1,8,1,59,1929,71863,2232715.318,31.06905248,9999946.462,139.1529224
1-01518-7501,170-R1,8,1,104,1962,88510,3381418.543,38.20380232,16347255.21,184.6938788
1-01519-7501,1358-R1,8,1,94,2003,199437,10848603.45,54.39614238,54747603.44,274.510765
1-01521-7501,742-R1,8,1,30,1989,43060,2206117.781,51.23357596,11112296.97,258.0654197
1-01524-7501,526-R1,8,1,59,1928,95534,3081752.725,32.25817746,14985777.96,156.8632943
1-01524-7502,929-R1,8,2,100,1985,104951,4660079.693,44.4024325,23366781.37,222.6446758
1-01526-7501,895-R1,8,1,100,1926,194747,10618121.55,54.52264503,53460147.95,274.510765
1-01526-7502,1242-R1,8,1,147,1963,161572,5498168.269,34.02921465,26775466.3,165.7184803
1-01527-7501,172-R1,8,1,61,1985,99039,4547916.872,45.92046438,22927514.8,231.4998617
1-01532-7501,706-R1,8,1,60,1981,59228,2847149.753,48.07100954,14310673.76,241.6200743
1-01534-7501,404-R1,8,1,253,1987,235069,10883688.2,46.29997235,54715809.53,232.7648883
1-01534-7502,1738-R1,8,1,19,0,8600,402531.4536,46.80598298,2023536.496,235.2949414
1-01536-7501,1277-R1,8,1,1258,1975,1496819,64379537.24,43.01090328,318110654.5,212.5244632
1-01539-7501,234-R1,8,1,290,1975,391767,14917429.46,38.07729966,72356966.82,184.6938788
1-01540-7501,1767-R1,8,1,43,0,43065,1955773.451,45.41445375,9806106.437,227.704782
1-01542-7501,250-R1,8,1,538,1975,433154,16822105.45,38.8363156,81096795,187.2239319
1-01543-7501,726-R1,8,1,328,1973,331552,11282454.18,34.02921465,54524871.48,164.4534537
1-01544-7501,1586-R1,8,1,149,1998,213419,10529247.49,49.33603611,52916218.15,247.9452071
1-01547-7501,1346-R1,8,1,14,1915,7921,271549.4643,34.28221996,1312656.082,165.7184803
1-01548-7501,585-R1,8,2,27,1925,16350,505910.6897,30.94254983,2254467.096,137.8878958
1-01550-7501,768-R1,8,1,163,1988,273330,11168361.68,40.86035811,54285844.71,198.609171
1-01551-7501,500-R1,8,0,14,1915,8345,354703.3292,42.50489265,1720733.412,206.1993304
1-01552-7501,322-R1,8,1,26,1910,13796,469467.0453,34.02921465,2268799.847,164.4534537
1-01552-7502,507-R1,8,1,31,1987,25593,1126678.707,44.02292453,5665769.362,221.3796492
1-01554-7501,2006-R1,8,1,154,2000,181821,9499346.73,52.24559721,45081645.5,247.9452071
1-01555-7501,524-R1,8,1,221,1987,220209,8384964.081,38.07729966,40671254.36,184.6938788
1-01557-7501,483-R1,8,1,18,1987,17550,721539.5282,41.11336343,3485590.951,198.609171
1-01562-7501,1539-R1,8,1,120,2005,180466,6962975.675,38.58331029,33787554.09,187.2239319
1-01564-7502,396-R1,8,1,88,1988,105768,4883675.542,46.17346969,24485277.37,231.4998617
1-01565-7501,942-R1,8,1,45,1935,51750,1643174.633,31.75216683,7332093.982,141.6829755
1-01566-7501,440-R1,8,1,142,1986,167332,7514619.606,44.90844313,37890617.17,226.4397555
1-01569-7501,117-R1,8,1,82,1910,109500,3864719.414,35.29424122,18700255.22,170.7785865
1-01569-7502,605-R1,8,1,197,1963,163567,5607439.872,34.28221996,27106074.67,165.7184803
1-01569-7503,1701-R1,8,1,128,1999,112798,4708851.401,41.74587671,22830794.67,202.4042507
1-01576-7501,277-R1,8,1,91,1986,81223,3729797.878,45.92046438,18700364.02,230.2348352
1-01577-7501,33-R1,8,1,163,1964,103108,3547814.572,34.40872262,17217335.42,166.9835068
1-01577-7502,45-R1,8,1,68,1981,137403,6309609.567,45.92046438,31808775.5,231.4998617
1-01577-7503,207-R1,8,1,16,1981,18290,677923.9421,37.06527841,3285501.699,179.6337725
1-01578-7501,517-R1,8,1,82,1988,118052,5301531.528,44.90844313,26731666.02,226.4397555
1-01578-7502,1481-R1,8,1,32,1910,12888,472806.2094,36.68577044,2347727.384,182.1638256
1-01580-7501,1130-R1,8,1,40,1999,119396,6328538.792,53.00461315,31718213.52,265.6555791
1-01602-7501,1167-R1,8,1,60,1924,108700,4221507.506,38.8363156,20488749.79,188.4889585
1-01607-7501,1669-R1,8,1,51,1928,120464,5028875.292,41.74587671,24382425.66,202.4042507
1-01613-7501,267-R1,8,1,59,1925,63284,1809264.272,28.58960041,8085650.07,127.7676833
1-01614-7501,1285-R1,8,1,11,2003,7742,234072.6728,30.23413495,1047940.418,135.3578427
1-01113-7501,62-R1,9,1,166,1982,202235,9509692.083,47.02297863,47786202.72,236.2904676
1-01113-7502,953-R1,9,1,158,1960,415113,19519849.73,47.02297863,98087244.88,236.2904676
1-01114-7501,184-R1,9,1,94,1930,125900,5328173.709,42.32068077,26788873.37,212.7789783
1-01114-7502,941-R1,9,1,120,1987,146748,6555501.665,44.6718297,32950021.53,224.534723
1-01114-7503,1653-R1,9,1,202,2005,730068,41195966.36,56.42757436,206838081.1,283.3134463
1-01115-7501,612-R1,9,1,425,1932,598316,24617775.42,41.1451063,123792242.1,206.901106
1-01115-7502,1219-R1,9,2,277,1981,276911,13346709.54,48.1985531,67059077.2,242.16834
1-01116-7501,125-R1,9,1,655,1970,806195,33170978.97,41.1451063,166802637.2,206.901106
1-01116-7502,2001-R1,9,1,53,1999,146262,6877674.9,47.02297863,34560316.37,236.2904676
1-01117-7501,107-R1,9,1,11,1983,9335,367628.5859,39.38174461,1788759.985,191.6186379
1-01117-7502,1303-R1,9,1,65,1911,87712,4124479.502,47.02297863,20725509.49,236.2904676
1-01118-7501,241-R1,9,1,54,1939,40545,1620564.668,39.96953184,8150487.01,201.0232337
1-01118-7502,913-R1,9,1,26,1986,58898,2769559.395,47.02297863,13847796.98,235.1148932
1-01120-7501,126-R1,9,1,175,1983,154328,6531266.022,42.32068077,32837754.16,212.7789783
1-01124-7501,181-R1,9,2,142,1926,114510,4846141.155,42.32068077,24365320.81,212.7789783
1-01125-7501,1201-R1,9,1,132,1928,139400,5899502.899,42.32068077,29661389.58,212.7789783
1-01125-7502,1607-R1,9,1,158,1924,239122,11244228.7,47.02297863,56502249.19,236.2904676
1-01126-7502,763-R1,9,1,62,1900,57627,2303324.211,39.96953184,11584365.89,201.0232337
1-01128-7502,677-R1,9,0,13,1910,8625,364001.9386,42.20312332,1835218.688,212.7789783
1-01129-7501,634-R1,9,0,13,1900,6641,288858.631,43.49625524,1459907.135,219.8324251
1-01131-7501,1055-R1,9,1,133,1998,239035,11802144.58,49.37412757,59291726.36,248.0462123
1-01132-7501,492-R1,9,1,222,1988,269253,12661078.07,47.02297863,63621917.27,236.2904676
1-01137-7501,760-R1,9,1,347,1989,442560,23932062.84,54.07642543,119660314.2,270.3821271
1-01138-7501,921-R1,9,1,143,1995,271808,13420282.87,49.37412757,67420944.87,248.0462123
1-01138-7502,966-R1,9,1,199,1997,320750,16213816.93,50.54970203,81446150.14,253.9240846
1-01139-7501,351-R1,9,1,75,1985,68609,3064889.564,44.6718297,15405102.81,224.534723
1-01139-7503,893-R1,9,1,281,1992,325921,16092065.03,49.37412757,80843469.56,248.0462123
1-01140-7501,160-R1,9,1,680,1965,665236,27371205.93,41.1451063,137638064.2,206.901106
1-01140-7502,417-R1,9,1,161,1987,239435,11258946.89,47.02297863,56576208.11,236.2904676
1-01141-7501,31-R1,9,1,83,1903,95930,3495958.614,36.44280844,16915928.78,176.3361699
1-01141-7502,601-R1,9,2,272,1977,218992,10297656.14,47.02297863,51745722.08,236.2904676
1-01142-7501,81-R1,9,1,87,1927,119000,3777120.759,31.74051058,18326030.35,154.000255
1-01142-7502,688-R1,9,1,122,1989,179380,8224107.36,45.84740417,41331411.34,230.4125953
1-01143-7502,431-R1,9,1,55,1940,43578,2044044.445,46.90542119,10297066,236.2904676
1-01143-7503,523-R1,9,2,35,1900,36236,1277943.49,35.26723398,6176726.868,170.4582975
1-01143-7504,579-R1,9,1,66,1905,46142,1627300.71,35.26723398,7865286.763,170.4582975
1-01144-7501,327-R1,9,1,34,1913,50284,1773377.593,35.26723398,8571325.031,170.4582975
1-01146-7501,270-R1,9,2,62,1952,70100,2389825.332,34.09165951,11619495.58,165.7559997
1-01147-7501,823-R1,9,2,132,1925,181976,6845642.848,37.61838291,33158582.54,182.2140422
1-01149-7501,589-R1,9,0,28,1900,14940,491766.3105,32.91608504,2388579.223,159.8781274
1-01150-7502,159-R1,9,1,23,1988,47376,2116372.604,44.6718297,10637557.04,224.534723
1-01150-7503,405-R1,9,1,93,1987,68225,2887328.446,42.32068077,14436642.23,211.6034039
1-01150-7504,1415-R1,9,1,98,1930,135531,5098457.054,37.61838291,24695651.35,182.2140422
1-01151-7501,759-R1,9,2,248,1991,264070,10803101.43,40.90999141,54325941.1,205.7255315
1-01151-7501,759-R2,9,2,132,1991,92422,3933091.746,42.55579566,19774107.68,213.9545528
1-01152-7501,1544-R1,9,1,80,2004,86299,4260937.835,49.37412757,21406140.08,248.0462123
1-01158-7501,408-R1,9,2,508,1963,471630,15246995.1,32.32829781,73740012.67,156.351404
1-01158-7502,410-R1,9,2,452,1965,493268,15946514.8,32.32829781,77123144.35,156.351404
1-01158-7503,414-R1,9,2,454,1963,452258,14620731.31,32.32829781,70711173.27,156.351404
1-01158-7504,407-R1,9,2,561,1964,640079,20316434.27,31.74051058,98572329.22,154.000255
1-01158-7505,409-R1,9,2,484,1965,474360,15335251.35,32.32829781,74166852,156.351404
1-01163-7501,231-R1,9,1,58,1986,58000,2386416.165,41.1451063,12000264.15,206.901106
1-01164-7501,731-R1,9,1,202,1991,265469,10922750.22,41.1451063,54925829.71,206.901106
1-01165-7501,189-R1,9,1,159,1926,186929,6372719.821,34.09165951,30984603.27,165.7559997
1-01165-7503,799-R1,9,1,465,1902,446600,15225335.14,34.09165951,73501617.89,164.5804252
1-01165-7505,1674-R1,9,1,29,1928,132048,5588361.254,42.32068077,28097038.53,212.7789783
1-01166-7501,344-R1,9,1,92,1922,54975,1938816.188,35.26723398,9370944.905,170.4582975
1-01167-7501,650-R1,9,2,110,1924,107050,3775357.398,35.26723398,15982346.32,149.2979572
1-01169-7501,876-R1,9,0,16,1920,9957,327745.4587,32.91608504,1591906.515,159.8781274
1-01170-7501,627-R1,9,2,272,1975,226556,8522670.359,37.61838291,41281684.54,182.2140422
1-01171-7501,1058-R1,9,1,372,1997,512280,24691154.78,48.1985531,124660220.5,243.3439144
1-01171-7502,1262-R1,9,1,422,2000,602694,29048978.76,48.1985531,145953405.5,242.16834
1-01171-7503,1401-R1,9,1,167,2004,322204,16287316.19,50.54970203,81815355.75,253.9240846
1-01171-7504,1463-R1,9,1,277,2004,263003,13913082.51,52.90085096,69874592.15,265.6798293
1-01179-7501,411-R1,9,2,403,1962,421100,13613446.21,32.32829781,65839576.22,156.351404
1-01179-7502,412-R1,9,2,432,1962,383760,12406307.57,32.32829781,60001414.8,156.351404
1-01179-7503,413-R1,9,2,543,1962,533710,17253935.82,32.32829781,83446307.83,156.351404
1-01182-7501,547-R1,9,1,148,1930,152076,4916358.218,32.32829781,21095646.18,138.717787
1-01184-7501,1631-R1,9,1,25,1931,45968,1783280.632,38.79395737,8646209.126,188.0919145
1-01197-7501,334-R1,9,1,37,1924,55226,1947668.264,35.26723398,8439895.811,152.8246806
1-01198-7502,909-R1,9,1,52,1900,39438,1390869.174,35.26723398,6722534.337,170.4582975
1-01199-7502,481-R1,9,1,20,1910,28600,1176750.04,41.1451063,5917371.632,206.901106
