 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-01493-7504,912-R1,8,1,23,1929,52387,1961781.042,37.44786,9411659.827,179.6564
1-01496-7501,444-R1,8,1,92,1987,152249,6926933.653,45.4974,34812281.95,228.6536
1-01497-7501,825-R1,8,1,54,1928,140295,6563092.695,46.78066,32897297.55,234.4866
1-01497-7501,825-R2,8,1,12,1928,3812,177438.4601,46.54734,889415.84,233.32
1-01498-7501,164-R1,8,1,46,1924,97767,3638353.932,37.21454,17336357.29,177.3232
1-01499-7501,343-R1,8,1,18,1986,60288,2813279.232,46.664,14136728.14,234.4866
1-01505-7501,28-R1,8,1,29,1980,23232,981108.7334,42.23092,4905543.667,211.1546
1-01505-7502,100-R1,8,1,215,1984,299069,14583764.83,48.76388,73267718.03,244.986
1-01507-7501,232-R1,8,1,17,1985,25633,1055592.06,41.18098,5053684.368,197.1554
1-01510-7501,1698-R1,8,1,94,1985,138096,6653545.376,48.18058,33348278.28,241.4862
1-01512-7502,1824-R1,8,1,33,1981,59931,2509966.615,41.88094,12025466.79,200.6552
1-01513-7501,318-R1,8,1,219,1987,285668,12663890.97,44.3308,63319454.87,221.654
1-01513-7502,1308-R1,8,1,102,1986,82637,3952577.292,47.8306,19859290.79,240.3196
1-01515-7501,264-R1,8,1,65,1939,60335,2181991.141,36.1646,10487634.84,173.8234
1-01515-7502,782-R1,8,1,221,1981,346269,16966211.45,48.9972,85235014.65,246.1526
1-01515-7503,842-R1,8,1,241,1991,343000,16325867.04,47.59728,82029479,239.153
1-01516-7501,422-R1,8,1,42,1928,50156,1819722.877,36.28126,8718286.45,173.8234
1-01517-7501,454-R1,8,1,59,1929,71863,2330623.447,32.43148,11150104.98,155.1578
1-01518-7501,170-R1,8,1,104,1962,88510,3304184.512,37.3312,15901387.96,179.6564
1-01519-7501,1358-R1,8,1,94,2003,199437,10213914.66,51.21374,51185904.92,256.652
1-01521-7501,742-R1,8,1,30,1989,43060,2084702.534,48.4139,10448629.57,242.6528
1-01524-7501,526-R1,8,1,59,1928,95534,3120599.003,32.6648,14934295.23,156.3244
1-01526-7501,895-R1,8,1,100,1926,194747,9996441.409,51.3304,50209398.89,257.8186
1-01526-7502,1242-R1,8,1,147,1963,175375,5830885.538,33.2481,28029169.08,159.8242
1-01527-7501,172-R1,8,1,61,1985,99039,4274939.204,43.1642,21490234.92,216.9876
1-01527-7502,1886-R1,8,1,40,1974,28559,1049483.276,36.7479,5030856.339,176.1566
1-01532-7501,706-R1,8,1,60,1981,59228,2660172.315,44.9141,13266313.88,223.9872
1-01534-7501,404-R1,8,1,253,1987,235069,10695028.32,45.4974,53749373.1,228.6536
1-01534-7502,1738-R1,8,1,19,1920,8600,396294.02,46.0807,1996519.24,232.1534
1-01536-7501,1277-R1,8,1,1258,1975,1496819,63735900.16,42.5809,319552595.3,213.4878
1-01539-7501,234-R1,8,1,290,1985,391767,16544680.84,42.23092,82723404.18,211.1546
1-01540-7501,1767-R1,8,1,43,1989,43065,1853842.31,43.04754,9294331.365,215.821
1-01542-7501,250-R1,8,1,538,1974,433154,18292491.92,42.23092,91462459.61,211.1546
1-01543-7501,726-R1,8,1,328,1973,331552,11603656.9,34.998,55697553.1,167.9904
1-01544-7501,1586-R1,8,1,149,1998,213419,10207958.82,47.8306,51288768.71,240.3196
1-01547-7501,1346-R1,8,1,14,1915,7921,279991.3496,35.34798,1339892.597,169.157
1-01550-7501,768-R1,8,1,163,1988,273330,11798070.79,43.1642,58990353.93,215.821
1-01552-7501,322-R1,8,1,26,1910,13796,478004.0839,34.64802,2285406.731,165.6572
1-01552-7502,507-R1,8,1,31,1987,25593,1062901.859,41.53096,5075654.946,198.322
1-01554-7501,2006-R1,8,1,154,2000,181821,9014776.091,49.5805,45179936.64,248.4858
1-01555-7501,524-R1,8,1,221,1987,220209,9248249.498,41.9976,46498143.31,211.1546
1-01557-7501,483-R1,8,1,18,1987,17550,735010.497,41.88094,3521498.76,200.6552
1-01562-7501,1539-R1,8,1,120,2005,180466,7684404.699,42.5809,38527289.31,213.4878
1-01564-7502,396-R1,8,1,88,1986,105768,4812169.003,45.4974,24184233.96,228.6536
1-01565-7501,942-R1,8,1,45,1935,51750,1690403.4,32.6648,8089787.7,156.3244
1-01566-7501,440-R1,8,1,142,1986,167332,7808380.448,46.664,39237111.75,234.4866
1-01569-7501,117-R1,8,1,82,1910,109500,3960023.7,36.1646,18905919.6,172.6568
1-01569-7502,605-R1,8,1,197,1963,163567,5629109.235,34.4147,26905233.97,164.4906
1-01569-7503,1701-R1,8,1,128,1999,112798,4881994.446,43.28086,24475767.3,216.9876
1-01576-7501,277-R1,8,1,91,1986,81223,3136382.285,38.61446,15066005.54,185.4894
1-01577-7501,33-R1,8,1,163,1964,103108,3548430.888,34.4147,17080582.58,165.6572
1-01577-7502,45-R1,8,1,68,1981,137403,6011037.743,43.7475,30135335.88,219.3208
1-01577-7503,207-R1,8,1,16,1981,18290,729729.2988,39.89772,3477949.582,190.1558
1-01578-7501,517-R1,8,1,82,1988,118052,5536322.421,46.89732,27819331.57,235.6532
1-01578-7502,1481-R1,8,1,32,1910,12888,478117.4774,37.09788,2285341.402,177.3232
1-01580-7501,1130-R1,8,1,40,1999,119396,6128644.438,51.3304,30643222.19,256.652
1-01584-7501,1837-R1,8,1,96,2005,268404,12493492.25,46.54734,62624021.28,233.32
1-01602-7501,1167-R1,8,1,60,1924,108700,4311520.28,39.6644,20669935.46,190.1558
1-01607-7501,1669-R1,8,1,51,1928,120464,4778132.282,39.6644,22906928.29,190.1558
1-01613-7501,267-R1,8,1,59,1925,63284,1843463.047,29.130002,7973328.355,125.9928
1-01614-7501,1285-R1,8,1,11,2003,7742,221640.7941,28.628364,966404.4404,124.8262
1-01424-7503,1797-R1,8,0,16,1900,9237,379311.1238,41.06432,1821124.43,197.1554
1-01551-7501,500-R1,8,0,14,1915,8345,344628.8058,41.29764,1645261.813,197.1554
1-01566-7502,1482-R1,8,0,39,1920,7225,233474.5745,32.31482,1121015.105,155.1578
1-01115-7502,1219-R1,9,2,277,1981,276911,12603354.95,45.5141,59942785.71,216.4695
1-01124-7501,181-R1,9,2,142,1926,114510,4576231.836,39.9636,21737101.22,189.8271
1-01141-7502,601-R1,9,2,272,1977,218992,9724120.768,44.404,46189573.65,210.919
1-01143-7503,523-R1,9,2,35,1900,36236,1407895.426,38.8535,6677446.878,184.2766
1-01146-7501,270-R1,9,2,62,1952,70100,2645812.34,37.7434,12528699.61,178.7261
1-01147-7501,823-R1,9,2,132,1925,181976,6464369.843,35.5232,29695698.97,163.1847
1-01151-7501,759-R1,9,2,248,1991,264070,11725764.28,44.404,56283668.54,213.1392
1-01151-7501,759-R2,9,2,132,1991,92422,4103906.488,44.404,19493555.82,210.919
1-01158-7501,408-R1,9,2,508,1963,471630,14659580.96,31.0828,67015227.26,142.0928
1-01158-7502,410-R1,9,2,452,1965,493268,15332150.59,31.0828,70089831.27,142.0928
1-01158-7503,414-R1,9,2,454,1963,452258,14057444.96,31.0828,64262605.54,142.0928
1-01158-7504,407-R1,9,2,561,1964,640079,19895447.54,31.0828,90950617.33,142.0928
1-01158-7505,409-R1,9,2,484,1965,474360,14744437.01,31.0828,67403140.61,142.0928
1-01167-7501,650-R1,9,2,110,1924,107050,3921594.765,36.6333,17944266.96,167.6251
1-01170-7501,627-R1,9,2,272,1975,226556,8802493.546,38.8535,41748969.39,184.2766
1-01179-7501,411-R1,9,2,403,1962,421100,13088967.08,31.0828,59835278.08,142.0928
1-01179-7502,412-R1,9,2,432,1962,383760,11928335.33,31.0828,54529532.93,142.0928
1-01179-7503,413-R1,9,2,543,1962,533710,16589201.19,31.0828,75836348.29,142.0928
1-01212-7501,36-R1,9,2,134,1900,148751,5118983.038,34.4131,23448244.88,157.6342
1-01213-7504,722-R1,9,2,59,0,48846,1572494.393,32.1929,7211784.632,147.6433
1-01223-7501,357-R1,9,2,93,1930,100964,3362404.092,33.303,15467058.82,153.1938
1-01230-7501,590-R1,9,2,97,1923,155319,5172588.657,33.303,23621488.2,152.0837
1-01232-7501,616-R1,9,2,76,1915,147022,4896273.666,33.303,22359649.74,152.0837
1-01234-7501,600-R1,9,2,354,1987,412000,17379725.6,42.1838,82782377.2,200.9281
1-01236-7501,428-R1,9,2,142,1986,134054,5208467.089,38.8535,24703015.34,184.2766
1-01245-7501,29-R1,9,2,17,1920,25216,923745.2928,36.6333,4226834.522,167.6251
1-01870-7502,438-R1,9,2,79,1911,163616,3441890.804,21.036395,13258998.88,81.0373
1-01874-7501,362-R1,9,2,345,1927,221974,6160333.435,27.7525,25873400.43,116.5605
1-01883-7501,532-R1,9,2,135,1930,147648,3940253.237,26.686804,16718212.57,113.2302
1-01893-7501,831-R1,9,2,137,1920,165106,4395154.411,26.620198,18511701.23,112.1201
1-01894-7501,497-R1,9,2,151,1926,192853,4217496.471,21.86897,17769147.57,92.1383
1-01896-7501,202-R1,9,2,46,1911,63300,1509385.208,23.844948,6394509.03,101.0191
1-00849-7507,160-R1,9,1,680,1965,665236,27323703.89,41.0737,136618519.5,205.3685
1-01113-7501,62-R1,9,1,166,1982,202235,8980042.94,44.404,45124715.77,223.1301
1-01113-7502,953-R1,9,1,158,1960,415113,22119213.18,53.2848,111056882.9,267.5341
1-01114-7501,184-R1,9,1,94,1930,125900,5031417.24,39.9636,25157086.2,199.818
1-01114-7502,941-R1,9,1,120,1987,146748,6190388.282,42.1838,31114846.37,212.0291
1-01114-7503,1653-R1,9,1,202,2005,730068,44574666.77,61.0555,222873333.9,305.2775
1-01115-7501,612-R1,9,1,425,1932,598316,26567623.66,44.404,133502308.9,223.1301
1-01116-7501,125-R1,9,1,655,1970,806195,35798282.78,44.404,179886371,223.1301
1-01116-7502,2001-R1,9,1,53,1999,146262,6494617.848,44.404,32310723.79,220.9099
1-01117-7501,107-R1,9,1,11,1983,9335,347153.2473,37.18835,1585505.876,169.8453
1-01117-7502,1303-R1,9,1,65,1911,87712,3894763.648,44.404,19571187.33,223.1301
1-01118-7501,241-R1,9,1,54,1939,40545,1575315.158,38.8535,7561512.756,186.4968
1-01120-7501,126-R1,9,1,175,1983,154328,6167502.461,39.9636,31008831.82,200.9281
1-01125-7501,1201-R1,9,1,132,1928,139400,5570925.84,39.9636,28009377.14,200.9281
1-01125-7502,1607-R1,9,1,158,1924,239122,10617973.29,44.404,53355315.77,223.1301
1-01126-7502,763-R1,9,1,62,1900,57627,2175038.912,37.7434,10427392.43,180.9463
1-01131-7501,1055-R1,9,1,133,1998,239035,11144815.65,46.6242,55724078.24,233.121
1-01132-7501,492-R1,9,1,222,1988,269253,11955910.21,44.404,60078448.82,223.1301
1-01137-7501,760-R1,9,1,347,1989,442560,22599149.38,51.0646,112995746.9,255.323
1-01138-7501,921-R1,9,1,143,1995,271808,12672830.55,46.6242,63665886.83,234.2311
1-01138-7502,966-R1,9,1,199,1997,320750,15310776.73,47.7343,76909948.2,239.7816
1-01139-7501,351-R1,9,1,75,1985,68609,2894188.334,42.1838,14547104.52,212.0291
1-01139-7503,893-R1,9,1,281,1992,325921,15195805.89,46.6242,75979029.44,233.121
1-01140-7502,417-R1,9,1,161,1987,239435,10631871.74,44.404,53159358.7,222.02
1-01141-7501,31-R1,9,1,83,1903,95930,3514232.469,36.6333,16825719.09,175.3958
1-01142-7501,81-R1,9,1,87,1927,119000,3963057,33.303,19022673.6,159.8544
1-01142-7502,688-R1,9,1,122,1989,179380,7766059.782,43.2939,39029428.65,217.5796
1-01143-7502,431-R1,9,1,55,1940,43578,1693157.823,38.8535,8127157.55,186.4968
1-01143-7504,579-R1,9,1,66,1905,46142,1690333.729,36.6333,8093113.004,175.3958
1-01143-7505,1827-R1,9,1,17,2006,45900,2191004.37,47.7343,11005975.44,239.7816
1-01144-7501,327-R1,9,1,34,1913,50284,1842068.857,36.6333,8819602.407,175.3958
1-01150-7502,159-R1,9,1,23,1988,47376,1998499.709,42.1838,10045090.64,212.0291
1-01150-7503,405-R1,9,1,93,1987,68225,2877989.755,42.1838,14465685.35,212.0291
1-01150-7504,1415-R1,9,1,98,1930,135531,5265853.709,38.8535,25125644.84,185.3867
1-01151-7502,1719-R1,9,1,172,2005,213067,9934078.421,46.6242,49906917.78,234.2311
1-01151-7503,1835-R1,9,1,186,2007,259288,11513424.35,44.404,57854957.37,223.1301
1-01152-7501,1544-R1,9,1,80,2004,86299,4023621.836,46.6242,22034119.58,255.323
1-01163-7501,231-R1,9,1,58,1986,58000,2446660.4,42.1838,12297687.8,212.0291
1-01164-7501,731-R1,9,1,202,1991,265469,10314399.79,38.8535,49509119,186.4968
1-01165-7501,189-R1,9,1,159,1926,186929,6640316.253,35.5232,31956521.97,170.9554
1-01165-7503,799-R1,9,1,465,1902,446600,14377349.14,32.1929,68912121.74,154.3039
1-01165-7505,1674-R1,9,1,29,1928,132048,5277113.453,39.9636,26385567.26,199.818
1-01166-7501,344-R1,9,1,92,1922,54975,2013915.668,36.6333,9642384.105,175.3958
1-01171-7501,1058-R1,9,1,372,1997,512280,25590691.26,49.9545,128522138.3,250.8826
1-01171-7502,1262-R1,9,1,422,2000,602694,30107277.42,49.9545,151205437.7,250.8826
1-01171-7503,1401-R1,9,1,167,2004,322204,16095539.72,49.9545,80835377.25,250.8826
1-01171-7504,1463-R1,9,1,277,2004,263003,13138183.36,49.9545,65982876.45,250.8826
1-01171-7505,1807-R1,9,1,266,2006,388033,19383994.5,49.9545,97350727.93,250.8826
1-01182-7501,547-R1,9,1,148,1930,152076,5402226.163,35.5232,25829393.84,169.8453
1-01184-7501,1631-R1,9,1,25,1931,45968,1683959.534,36.6333,8062594.134,175.3958
1-01197-7501,334-R1,9,1,37,1924,55226,2390948.921,43.2939,12016050.99,217.5796
1-01198-7502,909-R1,9,1,52,1900,39438,1707424.828,43.2939,8537124.141,216.4695
1-01199-7502,481-R1,9,1,20,1910,28600,1238205.54,43.2939,6191027.7,216.4695
1-01202-7501,692-R1,9,1,36,1988,115502,4744094.497,41.0737,23720472.49,205.3685
1-01203-7501,1000-R1,9,1,47,1927,39942,1729244.954,43.2939,8690564.383,217.5796
1-01203-7502,1008-R1,9,1,11,1960,19902,861635.1978,43.2939,4308175.989,216.4695
1-01206-7501,1257-R1,9,1,85,1929,130259,4338015.477,33.303,20822474.29,159.8544
1-01209-7501,839-R1,9,1,18,1991,53656,2263413.973,42.1838,11317069.86,210.919
1-01210-7501,204-R1,9,1,147,1986,215942,9588688.568,44.404,48183160.05,223.1301
1-01210-7502,669-R1,9,1,91,1920,60653,2693235.812,44.404,13533509.96,223.1301
1-01213-7503,512-R1,9,1,36,1912,35516,1064510.413,29.9727,5085994.196,143.2029
1-01216-7501,391-R1,9,1,47,1986,27600,1133634.12,41.0737,5698809.36,206.4786
1-01216-7502,757-R1,9,1,79,1929,88916,2763758.245,31.0828,13226557.31,148.7534
1-01216-7503,1031-R1,9,1,38,1998,70430,2892820.691,41.0737,14542287.8,206.4786
1-01219-7501,242-R1,9,1,108,1985,145070,5153350.624,35.5232,24639457.67,169.8453
1-01220-7501,252-R1,9,1,47,1900,33570,1341578.052,39.9636,6745156.317,200.9281
1-01220-7502,521-R1,9,1,13,1989,27389,1155372.098,42.1838,5807265.02,212.0291
1-01220-7503,618-R1,9,1,26,1989,54778,2310744.196,42.1838,11553720.98,210.919
1-01220-7504,774-R1,9,1,59,1990,60767,2563382.975,42.1838,12884372.32,212.0291
1-01223-7502,550-R1,9,1,53,1925,62389,1869966.78,29.9727,8934285.728,143.2029
1-01223-7503,1645-R1,9,1,279,1973,246842,8220579.126,33.303,39458779.8,159.8544
1-01223-7504,1984-R1,9,1,53,1925,55008,1282351.997,23.3121,4152377.894,75.4868
1-01228-7501,508-R1,9,1,123,1987,132774,5158734.609,38.8535,24761926.12,186.4968
1-01228-7502,490-R1,9,1,28,1910,27772,1079039.402,38.8535,5179389.13,186.4968
1-01228-7503,1487-R1,9,1,12,2004,21807,968318.028,44.404,4841590.14,222.02
1-01229-7501,261-R1,9,1,55,1920,80629,2327162.575,28.8626,10114206.58,125.4413
1-01231-7501,386-R1,9,1,306,1985,369189,15573794.94,42.1838,78278811.4,212.0291
1-01232-7502,1230-R1,9,1,89,1915,141562,5185883.215,36.6333,24829380.24,175.3958
1-01233-7501,296-R1,9,1,45,1912,79554,2384448.176,29.9727,11392363.51,143.2029
1-01233-7502,892-R1,9,1,57,1986,60115,2669346.46,44.404,13413465.96,223.1301
1-01235-7501,74-R1,9,1,60,1920,56306,1687642.846,29.9727,8063182.487,143.2029
1-01236-7502,1814-R1,9,1,94,1915,171946,5726317.638,33.303,27486324.66,159.8544
1-01237-7501,285-R1,9,1,72,1920,147994,4928644.182,33.303,23657492.07,159.8544
1-01237-7502,384-R1,9,1,157,1985,170760,6634623.66,38.8535,31656632.89,185.3867
1-01238-7501,1117-R1,9,1,93,1922,166559,6471400.107,38.8535,31062720.51,186.4968
1-01238-7503,1265-R1,9,1,84,1920,118026,3930619.878,33.303,18866975.41,159.8544
1-01239-7501,732-R1,9,1,37,1913,59951,1863444.943,31.0828,8917915.083,148.7534
1-01239-7502,1089-R1,9,1,47,1916,92402,3077263.806,33.303,14770866.27,159.8544
1-01240-7501,387-R1,9,1,15,1900,15815,526686.945,33.303,2528097.336,159.8544
1-01240-7502,1727-R1,9,1,58,1926,116997,3896351.091,33.303,18702485.24,159.8544
1-01241-7501,200-R1,9,1,15,1930,16506,549699.318,33.303,2638556.726,159.8544
1-01243-7501,415-R1,9,1,212,1986,145085,5637060.048,38.8535,26896829.37,185.3867
1-01244-7501,221-R1,9,1,24,1920,20118,736988.7294,36.6333,3528612.704,175.3958
1-01246-7501,78-R1,9,1,22,1910,28436,1041704.519,36.6333,4987554.969,175.3958
1-01247-7501,740-R1,9,1,70,1950,90566,2613970.232,28.8626,11360716.78,125.4413
1-01250-7503,1692-R1,9,1,24,1920,60480,1879887.744,31.0828,8996605.632,148.7534
1-01250-7504,1747-R1,9,1,54,1923,55190,1715459.732,31.0828,8209700.146,148.7534
1-01251-7501,1129-R1,9,1,51,1911,78380,2436269.864,31.0828,11659291.49,148.7534
1-01252-7501,149-R1,9,1,32,1920,32750,1017961.7,31.0828,4871673.85,148.7534
1-01253-7501,533-R1,9,1,30,1902,32905,1022779.534,31.0828,4894730.627,148.7534
1-01253-7502,647-R1,9,1,104,1989,167752,6517752.332,38.8535,31285211.19,186.4968
1-01253-7503,1608-R1,9,1,261,1931,208241,5548040.018,26.6424,24041506.75,115.4504
1-01868-7501,93-R1,9,1,302,1983,358000,10889192.92,30.41674,52061469.8,145.4231
1-01869-7501,516-R1,9,1,56,1901,80242,2315992.749,28.8626,10600120.66,132.1019
1-01869-7502,708-R1,9,1,61,1914,97950,2497626.756,25.498997,10873429.5,111.01
1-01870-7501,353-R1,9,1,31,1920,49780,1387045.528,27.86351,6023424.802,121.0009
1-01870-7503,1161-R1,9,1,32,1912,32752,981665.8704,29.9727,4690181.381,143.2029
1-01871-7502,1786-R1,9,1,64,2005,132905,4662195.76,35.07916,29950181.62,225.3503
1-01876-7501,464-R1,9,1,46,1930,33324,888201.2673,26.653501,3847269.13,115.4504
1-01878-7501,1406-R1,9,1,64,2004,133872,4443478.085,33.19199,21251416.93,158.7443
1-01880-7501,519-R1,9,1,44,1925,42503,921475.7933,21.680253,4010519.326,94.3585
1-01881-7501,188-R1,9,1,148,1920,107102,3103131.578,28.97361,13553908.04,126.5514
1-01881-7502,291-R1,9,1,36,1911,59769,1731723.696,28.97361,7497501.06,125.4413
1-01881-7503,1410-R1,9,1,49,1900,55578,1610295.297,28.97361,6971776.571,125.4413
1-01882-7501,312-R1,9,1,56,1920,70493,2034611.262,28.8626,8842733.561,125.4413
1-01882-7502,1588-R1,9,1,55,2005,79805,3012112.037,37.7434,14440419.47,180.9463
1-01883-7502,718-R1,9,1,71,1990,46573,1401088.626,30.08371,6721089.349,144.313
1-01887-7501,1703-R1,9,1,61,1920,90386,1609413.478,17.806004,5819574.919,64.3858
1-01888-7501,315-R1,9,1,32,1910,39500,832691.5605,21.080799,3288671.25,83.2575
1-01889-7501,872-R1,9,1,106,1928,195971,4994888.467,25.487896,21754740.71,111.01
1-01893-7502,1917-R1,9,1,67,1922,103749,1727576.474,16.6515,6679962.364,64.3858
1-01128-7502,677-R1,9,0,13,1910,8625,344686.05,39.9636,1733004.863,200.9281
1-01129-7501,634-R1,9,0,13,1900,6641,272770.4417,41.0737,1363852.209,205.3685
1-01149-7501,589-R1,9,0,28,1900,14940,547301.502,36.6333,2620413.252,175.3958
1-01169-7501,876-R1,9,0,16,1920,9957,397917.5652,39.9636,2000641.092,200.9281
