 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-01443-7501,175-R1,8,1,20,1984,22283,1010525.582,45.34962,4952078.103,222.2357
1-01444-7501,377-R1,8,2,198,1963,206278,8167847.634,39.59631,38163162.74,185.0084
1-01445-7501,325-R1,8,2,284,1961,277477,10141906.44,36.55044,47266292.36,170.3431
1-01446-7501,514-R1,8,1,36,1988,70776,3385317.997,47.83144,16607220.36,234.6448
1-01446-7502,950-R1,8,1,75,1996,125555,6373736.798,50.7645,31302129.61,249.3101
1-01446-7503,1521-R1,8,1,13,2005,33133,1719357.516,51.8926,8447278.23,254.9506
1-01447-7501,406-R1,8,2,177,1961,175387,6766609.355,38.58102,31458797.88,179.3679
1-01448-7501,682-R1,8,2,121,1957,119227,4344349.312,36.43763,20174996.81,169.215
1-01449-7501,196-R1,8,1,197,1985,238634,12060295.09,50.53888,59224663.39,248.182
1-01449-7502,380-R1,8,2,149,1987,148594,6487238.097,43.65747,31849489.37,214.339
1-01450-7501,707-R1,8,2,125,1961,91143,3557517.273,39.03226,16553765.35,181.6241
1-01451-7501,1254-R1,8,1,86,2000,187530,9752574.537,52.00541,48022438.61,256.0787
1-01453-7501,1890-R1,8,1,34,2006,72659,3852431.041,53.0207,18934288.73,260.5911
1-01455-7501,1144-R1,8,1,218,1999,310519,16533994.04,53.24632,81268784.26,261.7192
1-01457-7501,269-R1,8,1,54,1985,55942,2536948.442,45.34962,12432309.53,222.2357
1-01458-7501,480-R1,8,2,16,1910,12000,434544.12,36.21201,2017042.8,168.0869
1-01458-7502,645-R1,8,2,238,1958,304510,11507843.99,37.79135,53588766.04,175.9836
1-01458-7503,720-R1,8,2,495,1956,456286,15493560.72,33.95581,72063073.12,157.934
1-01458-7504,1197-R1,8,2,16,1910,4267,229127.4885,53.69756,1126383.032,263.9754
1-01460-7501,352-R1,8,1,158,1959,142140,5532010.623,38.91945,25655701.44,180.496
1-01461-7501,1974-R1,8,1,128,2005,246580,9819291.499,39.82193,45619371.27,185.0084
1-01464-7501,134-R1,8,1,216,1984,248163,12009969.98,48.39549,59070015.54,238.0291
1-01466-7501,741-R1,8,1,205,1990,322581,15684246.28,48.62111,76783665.11,238.0291
1-01467-7501,687-R1,8,1,28,1910,19747,788591.3108,39.93474,3675637.466,186.1365
1-01469-7501,649-R1,8,2,251,1962,273109,10629252.07,38.91945,49603176.33,181.6241
1-01469-7502,1944-R1,8,1,11,2007,33480,1775133.036,53.0207,8724590.028,260.5911
1-01470-7501,1203-R1,8,1,181,1999,200000,10784636,53.92318,53020700,265.1035
1-01471-7501,1300-R1,8,1,26,1900,24989,986653.1815,39.4835,4594984.817,183.8803
1-01473-7501,246-R1,8,1,208,1986,205982,9527100.062,46.2521,46706027.13,226.7481
1-01473-7502,593-R1,8,1,120,1959,141945,5524421.33,38.91945,25780632.87,181.6241
1-01473-7503,673-R1,8,2,36,1910,21145,768088.3189,36.32482,3578051.175,169.215
1-01473-7504,1458-R1,8,1,53,2004,108075,5242534.523,48.5083,25724994.98,238.0291
1-01483-7501,610-R1,8,1,147,1989,233223,9918827.26,42.52937,46305400.47,198.5456
1-01484-7501,1798-R1,8,1,358,1985,470423,25472840.94,54.1488,125241468,266.2316
1-01487-7501,239-R1,8,1,95,1956,50038,1806331.77,36.0992,8410732.302,168.0869
1-01487-7502,419-R1,8,1,209,1986,317169,16100925.7,50.7645,79073435.11,249.3101
1-01491-7501,26-R1,8,1,126,1973,199534,8463545.883,42.41656,39391503.45,197.4175
1-01491-7502,35-R1,8,1,13,1926,50888,2370898.891,46.59053,11596164.07,227.8762
1-01492-7501,531-R1,8,1,50,1987,101117,4403105.385,43.54466,21559246.58,213.2109
1-01493-7501,51-R1,8,1,32,1981,50384,2085961.588,41.40127,9719330.558,192.9051
1-01493-7503,180-R1,8,2,17,1910,22751,941920.2938,41.40127,4388783.93,192.9051
1-01493-7504,912-R1,8,1,23,1929,52387,2086151.447,39.82193,9751132.826,186.1365
1-01495-7501,365-R1,8,2,56,1938,83594,3724944.46,44.55995,18294663.93,218.8514
1-01496-7501,444-R1,8,1,92,1987,152249,7333814.538,48.16987,36067940.35,236.901
1-01497-7501,825-R1,8,1,54,1928,140295,6821298.627,48.62111,33552559.37,239.1572
1-01497-7501,825-R2,8,1,12,1928,3812,184913.6396,48.5083,928868.5152,243.6696
1-01498-7501,164-R1,8,1,46,1924,97767,3661659.63,37.45292,16984806.72,173.7274
1-01499-7501,343-R1,8,1,18,1986,60288,2706833.533,44.89838,13330134.99,221.1076
1-01501-7501,810-R1,8,2,251,1969,487413,15450802.01,31.69961,63782670.21,130.8596
1-01505-7501,28-R1,8,1,29,1980,23232,953971.8989,41.06284,4455363.264,191.777
1-01505-7502,100-R1,8,1,215,1984,299069,14169949.03,47.3802,69500226.21,232.3886
1-01507-7501,232-R1,8,1,17,1985,25633,1032322.167,40.27317,4800153.492,187.2646
1-01510-7501,1698-R1,8,1,94,1985,138096,6480701.66,46.92896,31780363.91,230.1324
1-01511-7501,522-R1,8,2,32,1916,48138,1802908.663,37.45292,8417194.059,174.8555
1-01512-7502,1824-R1,8,1,33,1981,59931,2481219.512,41.40127,11493387.39,191.777
1-01513-7501,318-R1,8,1,219,1987,285668,12632673.18,44.22152,62196579.66,217.7233
1-01513-7502,1308-R1,8,1,102,1986,82637,3775523.388,45.68805,18458114.34,223.3638
1-01514-7501,611-R1,8,2,16,1920,15101,603054.5087,39.93474,2810847.287,186.1365
1-01514-7502,1918-R2,8,1,98,2007,294700,9441610.388,32.03804,39229226.26,133.1158
1-01515-7501,264-R1,8,1,65,1939,60335,2423075.321,40.16036,11298609.64,187.2646
1-01515-7502,782-R1,8,1,219,1981,346269,16367231.87,47.26739,80468968.13,232.3886
1-01515-7503,842-R1,8,1,241,1991,343000,15864470.3,46.2521,77774598.3,226.7481
1-01516-7501,422-R1,8,1,42,1928,50156,2002966.819,39.93474,9335862.294,186.1365
1-01516-7502,1260-R1,8,2,198,1972,295573,10703292.43,36.21201,50015385.2,169.215
1-01517-7501,454-R1,8,1,59,1929,71863,2796868.435,38.91945,13052052.7,181.6241
1-01518-7501,170-R1,8,1,104,1962,88510,3494684.585,39.4835,16275245.35,183.8803
1-01519-7501,1358-R1,8,1,94,2003,199437,9584355.875,48.05706,47021839.86,235.7729
1-01521-7501,742-R1,8,1,30,1989,43060,2001330.623,46.47772,9812349.172,227.8762
1-01524-7501,526-R1,8,1,59,1928,95534,3664244.784,38.3554,17027961.05,178.2398
1-01524-7502,929-R1,8,2,112,1985,104951,4510858,42.98061,22731882.84,216.5952
1-01526-7501,895-R1,8,1,100,1926,194747,10149866.99,52.11822,49870558.59,256.0787
1-01526-7502,1242-R1,8,1,147,1963,175375,6429817.469,36.66325,30071761.7,171.4712
1-01527-7501,172-R1,8,1,61,1985,99039,4156203.327,41.96532,19328579.99,195.1613
1-01527-7502,1886-R1,8,1,40,1974,28559,1185600.611,41.51408,5509176.751,192.9051
1-01532-7501,706-R1,8,1,60,1981,59228,2592426.144,43.77028,12761685.4,215.4671
1-01534-7501,404-R1,8,1,253,1987,235069,10368590.35,44.10871,49854091.71,212.0828
1-01534-7502,1738-R1,8,1,19,1920,8600,439485.198,51.10293,2153768.52,250.4382
1-01536-7501,1277-R1,8,1,1258,1975,1496819,62476776.01,41.7397,290432580.4,194.0332
1-01539-7501,234-R1,8,1,290,1985,391767,16263846.58,41.51408,75573852.31,192.9051
1-01540-7501,1767-R1,8,1,43,1989,43065,1972414.036,45.80086,9667743.674,224.4919
1-01540-7502,1943-R1,8,1,23,2007,37488,1611257.108,42.98061,7908269.794,210.9547
1-01542-7501,250-R1,8,1,538,1974,433154,17688805.19,40.83722,82580333.63,190.6489
1-01543-7501,726-R1,8,1,328,1973,331552,11856554.82,35.76077,54981500.25,165.8307
1-01544-7501,1586-R1,8,1,149,1998,213419,9871076.93,46.2521,48392352.75,226.7481
1-01547-7501,1346-R1,8,1,14,1915,7921,315429.5075,39.82193,1465451.536,185.0084
1-01548-7501,585-R1,8,2,27,1925,16350,592066.3635,36.21201,2766665.25,169.215
1-01548-7502,2032-R1,8,1,59,2008,106286,4172563.034,39.25788,19424000.33,182.7522
1-01550-7501,768-R1,8,1,163,1988,273330,12025399.35,43.9959,58893622.44,215.4671
1-01551-7501,500-R1,8,0,14,1915,8345,354907.5927,42.52937,1656863.032,198.5456
1-01552-7501,322-R1,8,1,26,1910,13796,563390.2871,40.83722,2630192.224,190.6489
1-01552-7502,507-R1,8,1,31,1987,25593,1157745.678,45.23681,5687678.27,222.2357
1-01554-7501,2006-R1,8,1,154,2000,181821,8737782.706,48.05706,43688913.53,240.2853
1-01555-7501,524-R1,8,1,221,1987,220209,9688293.143,43.9959,47696212.4,216.5952
1-01557-7501,483-R1,8,1,18,1987,17550,732531.735,41.7397,3425080.815,195.1613
1-01562-7501,1539-R1,8,1,120,2005,180466,7960122.459,44.10871,39088069.36,216.5952
1-01564-7502,396-R1,8,1,88,1986,105768,4629494.975,43.77028,22670207.35,214.339
1-01565-7501,942-R1,8,1,45,1935,51750,1692996.075,32.7149,7881188.625,152.2935
1-01566-7501,440-R1,8,1,142,1986,167332,7607319.337,45.46243,37375911.38,223.3638
1-01569-7501,117-R1,8,1,82,1910,109500,4064036.655,37.11449,18899623.35,172.5993
1-01569-7502,605-R1,8,1,197,1963,163567,5646309.941,34.51986,26201830.44,160.1902
1-01569-7503,1701-R1,8,1,128,1999,112798,4962649.528,43.9959,24304257.95,215.4671
1-01576-7501,277-R1,8,1,91,1986,81223,3298595.987,40.6116,15301820.27,188.3927
1-01577-7501,33-R1,8,1,163,1964,103108,3850064.062,37.34011,17912684.76,173.7274
1-01577-7502,45-R1,8,1,68,1981,137403,5642157.405,41.06284,27590769.73,200.8018
1-01577-7503,207-R1,8,1,16,1925,18290,767545.7028,41.96532,3569500.177,195.1613
1-01578-7501,517-R1,8,1,82,1988,118052,5420200.571,45.91367,26634892.24,225.62
1-01578-7502,1481-R1,8,1,32,1910,12888,479785.4424,37.2273,2238998.731,173.7274
1-01580-7501,1130-R1,8,1,40,1999,119396,5899449.489,49.41078,28823794.31,241.4134
1-01584-7501,1837-R1,8,1,96,2005,268404,12141740.75,45.23681,59648950.82,222.2357
1-01602-7501,1167-R1,8,1,60,1924,108700,4402218.473,40.49879,20478286.49,188.3927
1-01607-7501,1669-R1,8,1,51,1928,120464,5000952.133,41.51408,23238119.97,192.9051
1-01613-7501,267-R1,8,1,59,1925,63284,2027495.323,32.03804,8424100.287,133.1158
1-01614-7501,1285-R1,8,1,11,2003,7742,225330.7552,29.10498,934511.2714,120.7067
1-00849-7507,160-R1,9,1,680,1965,665236,28261487.08,42.4834,132141547.7,198.6386
1-01113-7501,62-R1,9,1,166,1982,202235,10217073.99,50.5208,50156545.03,248.0112
1-01113-7502,953-R1,9,1,158,1960,415113,20971840.85,50.5208,102952673.3,248.0112
1-01114-7501,184-R1,9,1,94,1930,125900,5204101.68,41.3352,24285807.84,192.8976
1-01114-7502,941-R1,9,1,120,1987,146748,7076834.251,48.2244,34710187.04,236.5292
1-01114-7503,1653-R1,9,1,202,2005,730068,47781052.42,65.4474,233875677.7,320.3478
1-01115-7501,612-R1,9,1,425,1932,598316,24731511.52,41.3352,114726734,191.7494
1-01115-7502,1219-R1,9,2,277,1981,276911,13353866.83,48.2244,65497537.3,236.5292
1-01116-7501,125-R1,9,1,655,1970,806195,37026923.96,45.928,181431927.4,225.0472
1-01116-7502,2001-R1,9,1,53,1999,146262,7053397.193,48.2244,34595233.85,236.5292
1-01117-7501,107-R1,9,1,11,1983,9335,396582.539,42.4834,1843572.884,197.4904
1-01117-7502,1303-R1,9,1,65,1911,87712,4028436.736,45.928,19739340.01,225.0472
1-01118-7501,241-R1,9,1,54,1939,40545,1396613.07,34.446,6517527.66,160.748
1-01118-7502,913-R1,9,1,26,1986,58898,2840320.711,48.2244,13863470.14,235.381
1-01120-7501,126-R1,9,1,175,1983,154328,6556378.155,42.4834,30478298.45,197.4904
1-01124-7501,181-R1,9,2,142,1926,114510,4207372.224,36.7424,19590576.92,171.0818
1-01125-7501,1201-R1,9,1,132,1928,139400,6082245.04,43.6316,28330457.16,203.2314
1-01125-7502,1607-R1,9,1,158,1924,239122,10982395.22,45.928,54088296.44,226.1954
1-01126-7502,763-R1,9,1,62,1900,57627,1985019.642,34.446,9263424.996,160.748
1-01128-7502,677-R1,9,0,13,1910,8625,336709.65,39.0388,1574612.775,182.5638
1-01129-7501,634-R1,9,0,13,1900,6641,274507.0632,41.3352,1273407.765,191.7494
1-01131-7501,1055-R1,9,1,133,1998,239035,11527319.45,48.2244,56538757.32,236.5292
1-01132-7501,492-R1,9,1,222,1988,269253,12984564.37,48.2244,63686196.69,236.5292
1-01137-7501,760-R1,9,1,347,1989,442560,23374780.03,52.8172,114841310.6,259.4932
1-01138-7501,921-R1,9,1,143,1995,271808,13731957.61,50.5208,67411428.25,248.0112
1-01138-7502,966-R1,9,1,199,1997,320750,16204546.6,50.5208,79549592.4,248.0112
1-01139-7501,351-R1,9,1,75,1985,68609,3308627.86,48.2244,16228031.88,236.5292
1-01139-7503,893-R1,9,1,281,1992,325921,16465789.66,50.5208,80832058.32,248.0112
1-01140-7502,417-R1,9,1,161,1987,239435,11546609.21,48.2244,56633369,236.5292
1-01141-7501,31-R1,9,1,83,1903,95930,3634845.258,37.8906,16852464.38,175.6746
1-01141-7502,601-R1,9,2,272,1977,218992,10560757.8,48.2244,51798002.57,236.5292
1-01142-7501,81-R1,9,1,87,1926,119000,4099074,34.446,18992376.2,159.5998
1-01142-7502,688-R1,9,1,122,1989,179380,8444528.756,47.0762,41398787.32,230.7882
1-01143-7502,431-R1,9,1,55,1940,43578,1651196.567,37.8906,7705583.978,176.8228
1-01143-7503,523-R1,9,2,35,1900,36236,1248185.256,34.446,5824864.528,160.748
1-01143-7504,579-R1,9,1,66,1905,46142,1589407.332,34.446,7417234.216,160.748
1-01143-7505,1827-R1,9,1,17,2007,45900,2477011.86,53.9654,12174249.78,265.2342
1-01144-7501,327-R1,9,1,34,1913,50284,1732082.664,34.446,8083052.432,160.748
1-01146-7501,270-R1,9,2,62,1952,70100,2414664.6,34.446,11268434.8,160.748
1-01147-7501,823-R1,9,2,132,1925,181976,6268345.296,34.446,29252278.05,160.748
1-01149-7501,589-R1,9,0,28,1900,14940,566085.564,37.8906,2641732.632,176.8228
1-01150-7502,159-R1,9,1,23,1988,47376,2067090.682,43.6316,9628290.806,203.2314
1-01150-7503,405-R1,9,1,93,1987,68225,2976765.91,43.6316,13865462.27,203.2314
1-01150-7504,1415-R1,9,1,98,1930,135531,5135350.909,37.8906,23809354.21,175.6746
1-01151-7501,759-R2,9,2,132,1991,92422,4456995.497,48.2244,21966620.66,237.6774
1-01151-7502,1719-R1,9,1,172,2005,213067,10275028.23,48.2244,50396567.06,236.5292
1-01151-7503,1835-R1,9,1,186,2007,259288,12504008.23,48.2244,61329183.21,236.5292
1-01152-7501,1544-R1,9,1,80,2004,86299,4161717.496,48.2244,20412233.43,236.5292
1-01152-7502,1950-R1,9,1,40,2007,61344,2366622.075,38.57952,10987888.2,179.1192
1-01158-7501,408-R1,9,2,508,1963,471630,15162715.85,32.1496,62816965.66,133.1912
1-01158-7502,410-R1,9,2,452,1965,493268,15858368.89,32.1496,65698956.84,133.1912
1-01158-7503,414-R1,9,2,454,1963,452258,14539913.8,32.1496,60236785.73,133.1912
1-01158-7504,407-R1,9,2,561,1964,640079,20578283.82,32.1496,85252890.1,133.1912
1-01158-7505,409-R1,9,2,484,1965,474360,15250484.26,32.1496,63180577.63,133.1912
1-01158-7506,1803-R1,9,1,170,2006,223560,9651603.859,43.17232,44921028.6,200.935
1-01163-7501,231-R1,9,1,58,1986,58000,2663824,45.928,13119333.2,226.1954
1-01163-7502,1989-R1,9,1,20,1912,47000,1376117.7,29.2791,5720332.4,121.7092
1-01164-7501,731-R1,9,1,202,1991,265469,12192460.23,45.928,59743055.14,225.0472
1-01165-7501,189-R1,9,1,159,1926,186929,6868220.09,36.7424,31980149.79,171.0818
1-01165-7503,799-R1,9,1,465,1902,446600,14358011.36,32.1496,59483189.92,133.1912
1-01165-7505,1674-R1,9,1,29,1928,132048,5913083.03,44.7798,29110562.61,220.4544
1-01166-7501,344-R1,9,1,92,1922,54975,2019913.44,36.7424,9405221.955,171.0818
1-01167-7501,650-R1,9,2,110,1924,107050,3810359.11,35.5942,17822647.45,166.489
1-01168-7501,2048-R1,9,1,127,2007,219320,12591161.2,57.41,61696689.88,281.309
1-01169-7501,876-R1,9,0,16,1920,9957,480170.3508,48.2244,2355121.244,236.5292
1-01169-7502,2023-R1,9,1,34,2008,91271,3563110.315,39.0388,16662780.59,182.5638
1-01170-7501,627-R1,9,2,272,1975,226556,9104605.972,40.187,42401450.67,187.1566
1-01171-7501,1058-R1,9,1,372,1997,512280,26468995.32,51.669,129992177,253.7522
1-01171-7502,1262-R1,9,1,422,2000,602694,31140596.29,51.669,152934928.4,253.7522
1-01171-7503,1401-R1,9,1,167,2004,322204,16647958.48,51.669,81759973.85,253.7522
1-01171-7504,1463-R1,9,1,277,2004,263003,13589102.01,51.669,66737589.86,253.7522
1-01171-7505,1807-R1,9,1,266,2006,388033,20049277.08,51.669,98464227.42,253.7522
1-01171-7507,1992-R1,9,1,271,2006,572768,34197915.32,59.7064,167701315.5,292.791
1-01179-7501,411-R1,9,2,403,1962,421100,13538196.56,32.1496,56086814.32,133.1912
1-01179-7502,412-R1,9,2,432,1962,383760,12337730.5,32.1496,51113454.91,133.1912
1-01179-7503,413-R1,9,2,543,1962,533710,17158563.02,32.1496,71085475.35,133.1912
1-01182-7501,547-R1,9,1,148,1930,152076,5413023.559,35.5942,25318981.16,166.489
1-01184-7501,1631-R1,9,1,25,1931,45968,1477852.813,32.1496,6122533.082,133.1912
1-01197-7501,334-R1,9,1,37,1924,55226,1775493.81,32.1496,7355617.211,133.1912
1-01198-7502,909-R1,9,1,52,1900,39438,1539612.194,39.0388,7154668.433,181.4156
1-01199-7502,481-R1,9,1,20,1910,28600,985155.6,34.446,4597392.8,160.748
1-01202-7501,692-R1,9,1,36,1988,115502,5570014.649,48.2244,27319595.66,236.5292
1-01203-7501,1000-R1,9,1,47,1927,39942,1284119.323,32.1496,5319922.91,133.1912
1-01203-7502,1008-R1,9,1,11,1960,19902,708395.7684,35.5942,3290612.602,165.3408
1-01206-7501,1257-R1,9,1,85,1929,130259,4337338.13,33.2978,20191056.81,155.007
1-01209-7501,839-R1,9,1,18,1991,53656,2341097.13,43.6316,10904584,203.2314
1-01210-7501,204-R1,9,1,147,1986,215942,11157507.2,51.669,54795757.57,253.7522
1-01210-7502,669-R1,9,1,91,1920,60653,2576745.66,42.4834,12048027.01,198.6386
1-01212-7501,36-R1,9,2,134,1900,148751,5294672.844,35.5942,24765405.24,166.489
1-01213-7503,512-R1,9,1,36,1912,35516,1101045.722,31.0014,4567300.774,128.5984
1-01213-7504,722-R1,9,2,59,1900,48846,1906889.225,39.0388,8861426.398,181.4156
1-01216-7501,391-R1,9,1,47,1986,27600,1172541.84,42.4834,5450735.04,197.4904
1-01216-7502,757-R1,9,1,79,1929,88916,2654427.131,29.8532,11026081.93,124.0056
1-01216-7503,1031-R1,9,1,38,1998,70430,2992105.862,42.4834,13909248.87,197.4904
1-01219-7501,242-R1,9,1,108,1985,145070,6995913.708,48.2244,34313291.04,236.5292
1-01220-7501,252-R1,9,1,47,1900,33570,1156352.22,34.446,5396310.36,160.748
1-01220-7502,521-R1,9,1,13,1989,27389,1195025.892,43.6316,5566304.815,203.2314
1-01220-7503,618-R1,9,1,26,1989,54778,2390051.785,43.6316,11132609.63,203.2314
1-01220-7504,774-R1,9,1,59,1990,60767,2651361.437,43.6316,12419535.15,204.3796
1-01223-7501,357-R1,9,2,93,1930,100964,3245952.214,32.1496,13447516.32,133.1912
1-01223-7502,550-R1,9,1,53,1925,62389,2005781.394,32.1496,8309665.777,133.1912
1-01223-7503,1645-R1,9,1,279,1973,246842,8502719.532,34.446,39679357.82,160.748
1-01223-7504,1984-R1,9,1,53,1925,55008,1705325.011,31.0014,7073940.787,128.5984
1-01228-7501,508-R1,9,1,123,1987,132774,6402946.486,48.2244,31404928,236.5292
1-01228-7502,490-R1,9,1,28,1910,27772,956634.312,34.446,4464293.456,160.748
1-01228-7503,1487-R1,9,1,12,2004,21807,1001551.896,45.928,4907604.29,225.0472
1-01229-7501,261-R1,9,1,55,1920,80629,2407033.663,29.8532,9998447.522,124.0056
1-01229-7502,1872-R1,9,1,117,1912,176424,6279671.141,35.5942,29372655.34,166.489
1-01229-7503,2016-R1,9,2,12,1920,8594,325631.8164,37.8906,1519615.143,176.8228
1-01230-7501,590-R1,9,2,97,1923,155319,4993443.722,32.1496,20687123.99,133.1912
1-01231-7501,386-R1,9,1,306,1985,369189,16956112.39,45.928,83084950.72,225.0472
1-01232-7501,616-R1,9,2,76,1915,147022,4726698.491,32.1496,19582036.61,133.1912
1-01232-7502,1230-R1,9,1,89,1915,141562,5038786.14,35.5942,23405974.33,165.3408
1-01233-7501,296-R1,9,1,45,1912,79554,2374941.473,29.8532,9865141.502,124.0056
1-01233-7502,892-R1,9,1,57,1986,60115,2760961.72,45.928,13528712.43,225.0472
1-01234-7501,600-R1,9,2,354,1987,412000,18922336,45.928,92719446.4,225.0472
1-01235-7501,74-R1,9,1,60,1920,56306,1745564.828,31.0014,7240861.51,128.5984
1-01236-7501,428-R1,9,2,142,1986,134054,6464673.718,48.2244,31707685.38,236.5292
1-01236-7502,1814-R1,9,1,94,1915,171946,5527995.122,32.1496,22901694.08,133.1912
1-01236-7503,2075-R1,9,0,15,1910,10789,371637.894,34.446,1783861.891,165.3408
1-01237-7501,285-R1,9,1,72,1920,147994,4757947.902,32.1496,19711498.45,133.1912
1-01237-7502,384-R1,9,1,157,1985,170760,8234798.544,48.2244,40389726.19,236.5292
1-01238-7501,1117-R1,9,1,93,1922,166559,5928534.358,35.5942,27730241.35,166.489
1-01238-7503,1265-R1,9,1,84,1920,118026,3794488.69,32.1496,15720024.57,133.1912
1-01239-7501,732-R1,9,1,37,1913,59951,1927400.67,32.1496,7984945.631,133.1912
1-01239-7502,1089-R1,9,1,47,1916,92402,2970687.339,32.1496,12307133.26,133.1912
1-01240-7501,387-R1,9,1,15,1900,15815,581081.056,36.7424,2705658.667,171.0818
1-01240-7502,1727-R1,9,1,58,1926,116997,3761406.751,32.1496,15582970.83,133.1912
1-01241-7501,200-R1,9,1,15,1930,16506,606470.0544,36.7424,2823876.191,171.0818
1-01243-7501,415-R1,9,1,212,1986,145085,6996637.074,48.2244,34316838.98,236.5292
1-01244-7501,221-R1,9,1,24,1920,20118,762283.0908,37.8906,3557321.09,176.8228
1-01245-7501,29-R1,9,2,17,1920,25216,955449.3696,37.8906,4458763.725,176.8228
1-01246-7501,78-R1,9,1,22,1910,28436,979506.456,34.446,4571030.128,160.748
1-01247-7501,740-R1,9,1,70,1950,90566,2807672.792,31.0014,11646642.69,128.5984
1-01250-7503,1692-R1,9,1,24,1920,60480,1944407.808,32.1496,8055403.776,133.1912
1-01250-7504,1747-R1,9,1,54,1923,55190,1710967.266,31.0014,7097345.696,128.5984
1-01251-7501,1129-R1,9,1,51,1911,78380,2879869.312,36.7424,13409391.48,171.0818
1-01252-7501,149-R1,9,1,32,1920,32750,1052899.4,32.1496,4362011.8,133.1912
1-01253-7501,533-R1,9,1,30,1902,32905,1057882.588,32.1496,4382656.436,133.1912
1-01253-7502,647-R1,9,1,104,1989,167752,8089739.549,48.2244,39678246.36,236.5292
1-01253-7503,1608-R1,9,1,261,1931,208241,6216660.221,29.8532,25823050.15,124.0056
1-01868-7501,93-R1,9,1,302,1983,358000,11715084.6,32.7237,48504560.8,135.4876
1-01869-7501,516-R1,9,1,56,1901,80242,2644241.908,32.95334,10963929.86,136.6358
1-01869-7502,708-R1,9,1,61,1914,97950,2727305.108,27.84385,11246619,114.82
1-01869-7503,1855-R1,9,1,166,1923,267321,6430350.518,24.05479,26703603.58,99.8934
1-01870-7501,353-R1,9,1,31,1920,49780,1606122.828,32.26442,6687415.332,134.3394
1-01870-7502,438-R1,9,2,79,1911,163616,3789214.686,23.159194,14089791.84,86.115
1-01870-7503,1161-R1,9,1,32,1912,32752,1090569.546,33.2978,5076789.264,155.007
1-01871-7501,1753-R1,9,1,68,2006,152422,5075317.272,33.2978,50228139.89,329.5334
1-01871-7502,1786-R1,9,1,64,2005,132905,5966719.471,44.89462,27773476.82,208.9724
1-01874-7501,362-R1,9,2,345,1927,221974,6499198.943,29.2791,27016277.96,121.7092
1-01876-7501,464-R1,9,1,46,1930,33324,1075179.532,32.26442,4438463.549,133.1912
1-01878-7501,1406-R1,9,1,64,2004,133872,5057119.22,37.77578,23517910.05,175.6746
1-01880-7501,519-R1,9,1,44,1925,42503,1033137.167,24.307394,4294571.125,101.0416
1-01881-7501,188-R1,9,1,148,1920,107102,3443286.459,32.1496,16109661.65,150.4142
1-01881-7502,291-R1,9,1,36,1911,59769,2010764.238,33.64226,9333240.149,156.1552
1-01881-7503,1410-R1,9,1,49,1900,55578,1863388.06,33.52744,8678793.706,156.1552
1-01882-7501,312-R1,9,1,56,1920,70493,2298697.778,32.60888,9469987.324,134.3394
1-01882-7502,1588-R1,9,1,55,2005,79805,3326245.266,41.67966,15485825.07,194.0458
1-01883-7501,532-R1,9,2,135,1930,147648,4190767.599,28.383504,17292002.23,117.1164
1-01883-7502,718-R1,9,1,71,1990,46573,1550778.439,33.2978,7593466.841,163.0444
1-01887-7501,1703-R1,9,1,61,1920,90386,1664650.531,18.417128,5604185.081,62.0028
1-01888-7501,315-R1,9,1,32,1910,39500,861270.561,21.804318,3220126.9,81.5222
1-01888-7502,1981-R1,9,1,33,1940,45120,1378060.454,30.54212,5698746.24,126.302
1-01888-7503,1773-R1,9,1,76,1920,116255,2008934.065,17.28041,6807683.541,58.5582
1-01889-7501,872-R1,9,1,106,1928,195971,5737854.506,29.2791,23851473.63,121.7092
1-01891-7502,2054-R1,9,1,53,1920,132377,2801272.852,21.161326,10487673.73,79.2258
1-01893-7501,831-R1,9,2,137,1920,165106,4928942.439,29.8532,20474068.59,124.0056
1-01893-7502,1917-R1,9,1,67,1922,103749,2009632.032,19.370134,7504849.913,72.3366
1-01894-7501,497-R1,9,2,151,1926,192853,5511487.645,28.578698,22807682.9,118.2646
1-01896-7501,202-R1,9,2,46,1911,63300,1676025.244,26.477492,6977381.76,110.2272
